conversion_rate,occupation,Id,business,Market_Rank,Biz_Street_Number_and_Name,Alt_BizPhone,Search_Location,Enriched_by,Date_Prospected,Prospected_by,Google_Search_Link,Stand_Alone_Website,Google_Search_Side_Profile__Y_N_,Google___of_Reviews,Google_Avg_Rating,Google_Lastest_Review__XXX_months_ago_,Angie_s_Search_Link,Angi_s_Profile_Link,Angi_s___of_Reviews,Angi_s_Avg_Rating,Angi_Lastest_Review_Date,Home_Advisor_Search_Link,HA_Profile_Link,HA___of_Reviews,HA_Avg_Rating,HA_Lastest_Review_Date,Yelp_Search_Link,Yelp_Profile_Link,Yelp___of_Reviews,Yelp___of_Reviews__that_are_not_recommended_,Yelp_Avg_Rating,Yelp__Lastest_Review_Date,Facebook_Search_Link,FB_URL,FB___of_Reviews,FB_Avg_Rating,FB_Latest_Review_Date,FB_Page_Likes,FB_Page_Follows,Instagram_Search_Link,IG_URL,IG_Follows,Month_Released,Occurence_in_MHF__Last_5_mos_,Month,Category,State,City,PostalCode,Phone,Email,DateAdded,sales_outcome,sales_outcome_date_mt,outcome_number_of_attempts,lead_status,lead_number_of_attempts,lead_converted_time,opportunity_id,opportunity_stage,opp_lead_pro_user_pk
0.0311,General Contractor,00Q3q00001ZwkyfEAB,"PK Salt Construction, Inc.",,1193 90th St E Inver Grove Heights,,HomeAdvisor,Nhejy Chua,3/16/2022,Nhejy Chua,"www.google.com/search?q=PK Salt Construction, Inc. in Minneapolis, MN",https://www.pksaltconstruction.com/contact,true,1,5.0,24.0,"www.google.com/search?q=PK Salt Construction, Inc. in Minneapolis, MN site:angi.com",,,,,"www.google.com/search?q=PK Salt Construction, Inc. in Minneapolis, MN site:homeadvisor.com",https://www.homeadvisor.com/rated.QualifyingAgent.87835609.html,3,5.0,2022-02-04,"www.google.com/search?q=PK Salt Construction, Inc. in Minneapolis, MN site:yelp.com",,,,,,"www.google.com/search?q=PK Salt Construction, Inc. in Minneapolis, MN site:facebook.com",https://www.facebook.com/PKSaltconstruction/,7,5.0,2020-08-26,372,380,"www.google.com/search?q=PK Salt Construction, Inc. Minneapolis, MN Instagram",,,,,March 2022,Home Remodeling,MN,Minneapolis,55077,6512693987,kurt@pksaltconstruction.com,2022-03-18,Connection,2022-04-10,1,Unsuccessful,1,,,,
0.0886,HVAC Specialist,00Q3q00001XQF0XEAX,A Cleaner Home,,"9251 S. Sand Hill Trail
Highlands Ranch, CO",,HomeAdvisor,Maricor Villaluz,3/15/2022,Maricor Villaluz,"www.google.com/search?q=A Cleaner Home in Denver, CO",http://www.cleanerhomedenver.com/carpet.htm,false,,,,"www.google.com/search?q=A Cleaner Home in Denver, CO site:angi.com",,,,,"www.google.com/search?q=A Cleaner Home in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/sp/a-cleaner-home,,,,"www.google.com/search?q=A Cleaner Home in Denver, CO site:yelp.com",,,,,,"www.google.com/search?q=A Cleaner Home in Denver, CO site:facebook.com",,,,,,,"www.google.com/search?q=A Cleaner Home Denver, CO Instagram",,,,,March 2022,Duct and Vent Cleaning,CO,Denver,80126,3034714457,pete@cleanerhomedenver.com,2022-03-17,Retired,2021-07-13,1,Retired,1,,,,427067945968533506
0.0569,Electrician,00Q3q00001aNwGsEAK,"Modern Electric, Inc.",,"6240 W. 54th Ave. , Ste. 200, Arvada, CO",,HomeAdvisor,Maricor Villaluz,3/16/2022,Maricor Villaluz,"www.google.com/search?q=Modern Electric, Inc. in Denver, CO",,false,,,,"www.google.com/search?q=Modern Electric, Inc. in Denver, CO site:angi.com",,,,,"www.google.com/search?q=Modern Electric, Inc. in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/sp/modern-electric-arvada-co,,,,"www.google.com/search?q=Modern Electric, Inc. in Denver, CO site:yelp.com",https://www.yelp.com/biz/modern-electric-inc-arvada,,,,,"www.google.com/search?q=Modern Electric, Inc. in Denver, CO site:facebook.com",,,,,,,"www.google.com/search?q=Modern Electric, Inc. Denver, CO Instagram",,,,,March 2022,Wiring Installation,CO,Denver,80002,3034244330,,2022-03-17,Attempt,2022-04-19,2,Unsuccessful,2,,,,
0.0569,Electrician,00Q3q00001aNwD0EAK,"Makin Electric Work, Inc.",,"3136 S Fraser St
Aurora, CO",,HomeAdvisor,Maricor Villaluz,3/16/2022,Maricor Villaluz,"www.google.com/search?q=Makin Electric Work, Inc. in Denver, CO",,false,,,,"www.google.com/search?q=Makin Electric Work, Inc. in Denver, CO site:angi.com",,,,,"www.google.com/search?q=Makin Electric Work, Inc. in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/sp/makin-electric-work,27,4.97,2007-03-27,"www.google.com/search?q=Makin Electric Work, Inc. in Denver, CO site:yelp.com",https://www.yelp.com/biz/makin-electric-work-aurora,,,,,"www.google.com/search?q=Makin Electric Work, Inc. in Denver, CO site:facebook.com",,,,,,,"www.google.com/search?q=Makin Electric Work, Inc. Denver, CO Instagram",,,,,March 2022,Wiring Installation,CO,Denver,80014,3036270909,,2022-03-17,Attempt,2022-04-14,1,Unsuccessful,1,,,,
0.1202,Pest Control Specialist,00Q3q00001aNwArEAK,"Blue Tick Pest & Wildlife Control, Inc.",,11786 Shaffer Pl Unit S-204,,HomeAdvisor,Karla Bagalay,3/16/2022,Karla Bagalay,"www.google.com/search?q=Blue Tick Pest & Wildlife Control, Inc. in Denver, CO",https://bluetickpestcontrol.com/,true,43,4.9,0.5,"www.google.com/search?q=Blue Tick Pest & Wildlife Control, Inc. in Denver, CO site:angi.com",https://www.angi.com/companylist/us/co/littleton/blue-tick-pest-and-wildlife-control-inc-reviews-10108514.htm,13,5.0,2021-05-07,"www.google.com/search?q=Blue Tick Pest & Wildlife Control, Inc. in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/rated.bluetickpestcontrol.111381333.html,3,5.0,2021-07-22,"www.google.com/search?q=Blue Tick Pest & Wildlife Control, Inc. in Denver, CO site:yelp.com",https://www.yelp.com/biz/blue-tick-pest-and-wildlife-control-littleton,5,3,3.5,2021-10-28,"www.google.com/search?q=Blue Tick Pest & Wildlife Control, Inc. in Denver, CO site:facebook.com",https://www.facebook.com/critterevictionspecialists/,1,5.0,2021-02-21,49,49,"www.google.com/search?q=Blue Tick Pest & Wildlife Control, Inc. Denver, CO Instagram",,,,,March 2022,Pest Control Services,CO,Denver,80127,7203946335,,2022-03-17,Attempt,2022-04-26,1,Unsuccessful,1,,,,
0.0497,Paver,00Q3q00001aNwAvEAK,WH McLellan Concrete,,1002 Sunset Ln,,HomeAdvisor,Karla Bagalay,3/16/2022,Karla Bagalay,"www.google.com/search?q=WH McLellan Concrete in Tampa, FL",https://www.yelp.com/biz/mclellan-w-h-concrete-contractor-lutz,true,1,1.0,48.0,"www.google.com/search?q=WH McLellan Concrete in Tampa, FL site:angi.com",,,,,"www.google.com/search?q=WH McLellan Concrete in Tampa, FL site:homeadvisor.com",https://www.homeadvisor.com/sp/wh-mc-lellan-concrete,,,,"www.google.com/search?q=WH McLellan Concrete in Tampa, FL site:yelp.com",,,,,,"www.google.com/search?q=WH McLellan Concrete in Tampa, FL site:facebook.com",,,,,,,"www.google.com/search?q=WH McLellan Concrete Tampa, FL Instagram",,,,,March 2022,Concrete Installation,FL,Tampa,33549,8139495415,,2022-03-17,Connection,2022-04-18,2,Unsuccessful,2,,,,
0.0412,Landscaper,00Q3q00001aNaoDEAS,A Martinez Landscaping,,"2107 Catherwood Way
Sacramento, CA",,HomeAdvisor,Angela Pastidio,3/22/2022,Angela Pastidio,"www.google.com/search?q=A Martinez Landscaping in Sacramento, CA",,false,,,,"www.google.com/search?q=A Martinez Landscaping in Sacramento, CA site:angi.com",,,,,"www.google.com/search?q=A Martinez Landscaping in Sacramento, CA site:homeadvisor.com",https://www.homeadvisor.com/rated.MartinezLandscape.68870435.html,1,5.0,2022-02-04,"www.google.com/search?q=A Martinez Landscaping in Sacramento, CA site:yelp.com",https://www.yelp.com/biz/martinez-landscape-sacramento,15,5,3.5,2021-09-29,"www.google.com/search?q=A Martinez Landscaping in Sacramento, CA site:facebook.com",,,,,,,"www.google.com/search?q=A Martinez Landscaping Sacramento, CA Instagram",,,,,March 2022,Full Service Lawn Care,CA,Sacramento,95835,9168419616,,2022-03-25,Connection,2022-06-05,3,Unsuccessful,3,,,,
0.0311,General Contractor,00Q3q00001aNb7xEAC,Wooster Construction,,4509 NE 12th Ave,3606959528,HomeAdvisor,Edcelle Marie Parreno,3/28/2022,Edcelle Marie Parreno,"www.google.com/search?q=Wooster Construction in Vancouver, WA",,true,,,,"www.google.com/search?q=Wooster Construction in Vancouver, WA site:angi.com",,,,,"www.google.com/search?q=Wooster Construction in Vancouver, WA site:homeadvisor.com",https://www.homeadvisor.com/sp/wooster-construction,,,,"www.google.com/search?q=Wooster Construction in Vancouver, WA site:yelp.com",,,,,,"www.google.com/search?q=Wooster Construction in Vancouver, WA site:facebook.com",,,,,,,"www.google.com/search?q=Wooster Construction Vancouver, WA Instagram",,,,,April 2022,General Contracting,WA,Vancouver,98663,3607500701,,2022-04-01,Attempt,2022-04-13,1,Unsuccessful,1,,,,
0.0497,Paver,00Q3q00001aNaobEAC,"Concrete Connections, LLC",,17122 Jetton Rd,,HomeAdvisor,Karla Bagalay,3/22/2022,Karla Bagalay,"www.google.com/search?q=Concrete Connections, LLC in Charlotte, NC",,false,,,,"www.google.com/search?q=Concrete Connections, LLC in Charlotte, NC site:angi.com",,,,,"www.google.com/search?q=Concrete Connections, LLC in Charlotte, NC site:homeadvisor.com",https://www.homeadvisor.com/sp/concrete-connections,,,,"www.google.com/search?q=Concrete Connections, LLC in Charlotte, NC site:yelp.com",,,,,,"www.google.com/search?q=Concrete Connections, LLC in Charlotte, NC site:facebook.com",https://www.yelp.com/biz/concrete-connections-cornelius,,,,,,"www.google.com/search?q=Concrete Connections, LLC Charlotte, NC Instagram",,,,,April 2022,Concrete Installation,NC,Charlotte,28031,7049871599,,2022-04-01,Attempt,2022-04-12,1,Unsuccessful,1,,,,
0.0497,Paver,00Q3q00001aNanmEAC,"Concrete Plus, Inc.",,140 McCreek Dr,,HomeAdvisor,Karla Bagalay,3/22/2022,Karla Bagalay,"www.google.com/search?q=Concrete Plus, Inc. in Charlotte, NC",,true,,,,"www.google.com/search?q=Concrete Plus, Inc. in Charlotte, NC site:angi.com",,,,,"www.google.com/search?q=Concrete Plus, Inc. in Charlotte, NC site:homeadvisor.com",https://www.homeadvisor.com/sp/concrete-plus-china-grove-nc,2,5.0,2007-01-16,"www.google.com/search?q=Concrete Plus, Inc. in Charlotte, NC site:yelp.com",,,,,,"www.google.com/search?q=Concrete Plus, Inc. in Charlotte, NC site:facebook.com",,,,,,,"www.google.com/search?q=Concrete Plus, Inc. Charlotte, NC Instagram",,,,,April 2022,Concrete Installation,NC,Charlotte,28023,7049323039,,2022-04-01,Attempt,2022-06-01,2,Unsuccessful,2,,,,
0.0428,Handyman,00Q3q00001aOlUHEA0,Modern Living Design Build,,478 Gradle Dr Carmel,,HomeAdvisor,Nhejy Chua,4/4/2022,Nhejy Chua,"www.google.com/search?q=Modern Living Design Build in Indianapolis, IN",https://modernlivingbuild.com/,false,,,,"www.google.com/search?q=Modern Living Design Build in Indianapolis, IN site:angi.com",,,,,"www.google.com/search?q=Modern Living Design Build in Indianapolis, IN site:homeadvisor.com",https://www.homeadvisor.com/rated.MoidernLivingDesing.116331263.html,,,,"www.google.com/search?q=Modern Living Design Build in Indianapolis, IN site:yelp.com",,,,,,"www.google.com/search?q=Modern Living Design Build in Indianapolis, IN site:facebook.com",,,,,,,"www.google.com/search?q=Modern Living Design Build Indianapolis, IN Instagram",,,,,April 2022,Door Installation,IN,Indianapolis,46032,3179004180,debra@modernlivingdesign.com,2022-04-07,Connection,2022-04-26,1,Unsuccessful,1,,,,
0.1202,Pest Control Specialist,00Q3q00001aOlgoEAC,Econet Pest Control,,"4310 Brittmoore Rd., Houston, TX,",,HomeAdvisor,Ruby Rachel de Castro,4/6/2022,Ruby Rachel de Castro,"www.google.com/search?q=Econet Pest Control in Houston, TX",https://www.econetpestcontrol.com/local-econet-pest-control-exterminator-contact-free-treatment-protection-quote-company-pearland-houston-tx,true,66,4.9,6.0,"www.google.com/search?q=Econet Pest Control in Houston, TX site:angi.com",https://www.angi.com/companylist/us/tx/houston/econet-pest-control-reviews-10205574.htm,3,5.0,2022-03-11,"www.google.com/search?q=Econet Pest Control in Houston, TX site:homeadvisor.com",https://www.homeadvisor.com/rated.BCRPESTCONTROLLLC.99713643.html,7,4.9,2022-04-04,"www.google.com/search?q=Econet Pest Control in Houston, TX site:yelp.com",https://www.yelp.com/biz/econet-pest-control-houston-2,1,,5.0,2020-07-31,"www.google.com/search?q=Econet Pest Control in Houston, TX site:facebook.com",https://www.facebook.com/econetpest/reviews/?ref=page_internal,,,2019-06-21,117,125,"www.google.com/search?q=Econet Pest Control Houston, TX Instagram",,,,,April 2022,Pest Control Services,TX,Houston,77041,3462422593,info@econetpestcontrol.com,2022-04-07,Attempt,2022-05-03,1,Unsuccessful,1,,,,
0.0634,"Floor, Carpet, and Tile Specialist",00Q3q00001aOlmrEAC,"Paraiso Marble & Granite, LLC",,4910 E Charter Oak Road,,HomeAdvisor,Karla Bagalay,4/6/2022,Karla Bagalay,"www.google.com/search?q=Paraiso Marble & Granite, LLC in Phoenix, AZ",,false,,,,"www.google.com/search?q=Paraiso Marble & Granite, LLC in Phoenix, AZ site:angi.com",,,,,"www.google.com/search?q=Paraiso Marble & Granite, LLC in Phoenix, AZ site:homeadvisor.com",https://www.homeadvisor.com/sp/paraiso-marble-granite,,,,"www.google.com/search?q=Paraiso Marble & Granite, LLC in Phoenix, AZ site:yelp.com",,,,,,"www.google.com/search?q=Paraiso Marble & Granite, LLC in Phoenix, AZ site:facebook.com",,,,,,,"www.google.com/search?q=Paraiso Marble & Granite, LLC Phoenix, AZ Instagram",,,,,April 2022,Countertop Installation,AZ,Phoenix,85254,4802985718,,2022-04-07,Attempt,2022-05-11,4,Unsuccessful,4,,,,
0.0607,Home Electronics Specialist,00Q3q00001aOlmxEAC,"All-Safe Security, Inc.",,2516 N Kristen St,6024331271,HomeAdvisor,Karla Bagalay,4/6/2022,Karla Bagalay,"www.google.com/search?q=All-Safe Security, Inc. in Phoenix, AZ",http://www.all-safesecurity.com/,true,8,4.0,7.0,"www.google.com/search?q=All-Safe Security, Inc. in Phoenix, AZ site:angi.com",https://www.angi.com/companylist/us/az/mesa/all-safe-security%2C-inc-reviews-134854.htm,2,4.3,2019-04-21,"www.google.com/search?q=All-Safe Security, Inc. in Phoenix, AZ site:homeadvisor.com",https://www.homeadvisor.com/sp/allsafe-security,3,5.0,2011-10-11,"www.google.com/search?q=All-Safe Security, Inc. in Phoenix, AZ site:yelp.com",https://www.yelp.com/biz/all-safe-security-mesa,4,3,2.0,2021-12-02,"www.google.com/search?q=All-Safe Security, Inc. in Phoenix, AZ site:facebook.com",https://www.facebook.com/ALL-SAFE-SECURITY-104468871767888/,,,,104,107,"www.google.com/search?q=All-Safe Security, Inc. Phoenix, AZ Instagram",,,,,April 2022,Home Security and Alarms Install,AZ,Phoenix,85213,4809641905,,2022-04-07,Attempt,2022-05-04,2,Unsuccessful,2,,,,
0.0769,Plumber,00Q3q00001aOlhZEAS,King Charles LLC,,3132 West Danbury Drive,,HomeAdvisor,Nhejy Chua,4/6/2022,Nhejy Chua,"www.google.com/search?q=King Charles LLC in Phoenix, AZ",https://kingcharles.com/,true,28,5.0,0.5,"www.google.com/search?q=King Charles LLC in Phoenix, AZ site:angi.com",,,,,"www.google.com/search?q=King Charles LLC in Phoenix, AZ site:homeadvisor.com",https://www.homeadvisor.com/rated.KingCharlesLLC.121253450.html,6,4.9,2022-03-01,"www.google.com/search?q=King Charles LLC in Phoenix, AZ site:yelp.com",,,,,,"www.google.com/search?q=King Charles LLC in Phoenix, AZ site:facebook.com",,,,,,,"www.google.com/search?q=King Charles LLC Phoenix, AZ Instagram",,,,,April 2022,Plumbing Pipe Repair,AZ,Phoenix,85053,6238888000,service@kingcharles.com,2022-04-13,Connection,2022-04-25,2,Unsuccessful,2,,,,
0.0412,Landscaper,00Q3q00001YQ1kJEAT,Rivetti Landscapes,,"PO Box 910811 Del Mar, CA",,HomeAdvisor,Sheryl Reyes,3/29/2022,Sheryl Reyes,"www.google.com/search?q=Rivetti Landscapes in San Diego, CA",https://www.rivetti-landscapes.com/contact,true,10,5.0,1.0,"www.google.com/search?q=Rivetti Landscapes in San Diego, CA site:angi.com",,,,,"www.google.com/search?q=Rivetti Landscapes in San Diego, CA site:homeadvisor.com",https://www.homeadvisor.com/rated.RivettiLandscapes.111962585.html,6,5.0,2021-03-10,"www.google.com/search?q=Rivetti Landscapes in San Diego, CA site:yelp.com",https://www.yelp.ca/biz/rivetti-landscapes-san-diego-2,5,6,5.0,2021-12-21,"www.google.com/search?q=Rivetti Landscapes in San Diego, CA site:facebook.com",https://www.facebook.com/RivettiLandscapes/,,,,300,300,"www.google.com/search?q=Rivetti Landscapes San Diego, CA Instagram",,,,,April 2022,Outdoor Landscaping and Design,CA,San Diego,92014,8582849510,,2022-04-13,Connection,2021-11-10,1,Unsuccessful,1,,,,
0.0769,Plumber,00Q3q00001aOlgfEAC,"Quality of Charleston, LLC",,"5524 Dutton Ave North Charleston, South Carolina",,HomeAdvisor,Ruby Rachel de Castro,4/4/2022,Ruby Rachel de Castro,"www.google.com/search?q=Quality of Charleston, LLC in Charleston, SC",https://www.charlestonplumbers.net/contact,false,,,,"www.google.com/search?q=Quality of Charleston, LLC in Charleston, SC site:angi.com",,,,,"www.google.com/search?q=Quality of Charleston, LLC in Charleston, SC site:homeadvisor.com",https://www.homeadvisor.com/sp/quality-of-charleston,,,,"www.google.com/search?q=Quality of Charleston, LLC in Charleston, SC site:yelp.com",,,,,,"www.google.com/search?q=Quality of Charleston, LLC in Charleston, SC site:facebook.com",https://www.facebook.com/qualityofcharleston,,,,147,150,"www.google.com/search?q=Quality of Charleston, LLC Charleston, SC Instagram",,,,,April 2022,Plumbing Pipe Repair,SC,Charleston,29406,8433002734,qualityofcharlestonllc@gmail.com,2022-04-13,Connection,2022-05-17,3,Unsuccessful,3,,,,
0.0886,HVAC Specialist,00Q3q00001aOlgXEAS,"Bull Mountain Heating, Air Conditioning & Insulation",,"17300 SW Upper Boones Ferry Rd #110 Portland, OR",,HomeAdvisor,Ruby Rachel de Castro,3/16/2022,Ruby Rachel de Castro,"www.google.com/search?q=Bull Mountain Heating, Air Conditioning & Insulation in Portland, OR",https://bullmountainheating.com/,true,421,4.9,3.0,"www.google.com/search?q=Bull Mountain Heating, Air Conditioning & Insulation in Portland, OR site:angi.com",https://www.angi.com/companylist/us/or/lake-oswego/bull-mountain-heating-ac-and-insulation-reviews-269849.htm,312,4.9,2021-06-30,"www.google.com/search?q=Bull Mountain Heating, Air Conditioning & Insulation in Portland, OR site:homeadvisor.com",https://www.homeadvisor.com/sp/bull-mountain-heating-air-conditioning-insulation,1,5.0,2013-11-02,"www.google.com/search?q=Bull Mountain Heating, Air Conditioning & Insulation in Portland, OR site:yelp.com",https://www.yelp.com/biz/bull-mountain-heating-tigard,17,18,3.5,2013-05-09,"www.google.com/search?q=Bull Mountain Heating, Air Conditioning & Insulation in Portland, OR site:facebook.com",https://web.facebook.com/PortlandHeating/reviews/?ref=page_internal,38,4.7,2022-02-15,414,420,"www.google.com/search?q=Bull Mountain Heating, Air Conditioning & Insulation Portland, OR Instagram",,,,,April 2022,Central Air Conditioning Installation or Replacement,OR,Portland,97224,5035583119,info@bullmountainheating.com,2022-04-22,Connection,2022-05-18,4,Unsuccessful,4,,,,
0.0977,Roofer and Sider,00Q3q00001aOllwEAC,"Parker Roofing, Inc.",,"5133 W Jupiter Way, Chandler, AZ 

",,HomeAdvisor,Angela Pastidio,4/19/2022,Angela Pastidio,"www.google.com/search?q=Parker Roofing, Inc. in Phoenix, AZ",,false,,,,"www.google.com/search?q=Parker Roofing, Inc. in Phoenix, AZ site:angi.com",,,,,"www.google.com/search?q=Parker Roofing, Inc. in Phoenix, AZ site:homeadvisor.com",https://www.homeadvisor.com/rated.ParkerRoofingInc.113664748.html,7,4.9,2021-05-15,"www.google.com/search?q=Parker Roofing, Inc. in Phoenix, AZ site:yelp.com",,,,,,"www.google.com/search?q=Parker Roofing, Inc. in Phoenix, AZ site:facebook.com",https://www.facebook.com/Parkers-RoofingLLC-100124474942656/?ref=page_internal,1,5.0,2022-01-25,43,45,"www.google.com/search?q=Parker Roofing, Inc. Phoenix, AZ Instagram",,,,,April 2022,Roof Installation or Replacement,AZ,Phoenix,85226,7025072732,,2022-04-22,Attempt,2022-04-24,1,Unsuccessful,1,,,,
0.0412,Landscaper,00Q3q00001aQ2muEAC,"Innovo Designs, LLC",,4036 W Christy Dr,,HomeAdvisor,Nhejy Chua,4/25/2022,Nhejy Chua,"www.google.com/search?q=Innovo Designs, LLC in Phoenix, AZ",,false,,,,"www.google.com/search?q=Innovo Designs, LLC in Phoenix, AZ site:angi.com",,,,,"www.google.com/search?q=Innovo Designs, LLC in Phoenix, AZ site:homeadvisor.com",https://www.homeadvisor.com/rated.InnovoDesigns.110714954.html,1,5.0,2021-06-17,"www.google.com/search?q=Innovo Designs, LLC in Phoenix, AZ site:yelp.com",,,,,,"www.google.com/search?q=Innovo Designs, LLC in Phoenix, AZ site:facebook.com",https://www.facebook.com/Innovodesignsllc,,,,,,"www.google.com/search?q=Innovo Designs, LLC Phoenix, AZ Instagram",,,,,April 2022,Weeding,AZ,Phoenix,85029,4804146213,jeff@innovodesigns.com,2022-04-29,Attempt,2022-05-10,1,Unsuccessful,1,,,,
0.0593,Painter,00Q3q00001aPdgUEAS,AAA Green Builders,,"1008 W Ave M-14 Palmdale, CA",,Yelp,Maricor Villaluz,4/27/2022,Maricor Villaluz,"www.google.com/search?q=AAA Green Builders in Lancaster, CA",http://aaagreenbuilders.com,true,182,4.5,0.5,"www.google.com/search?q=AAA Green Builders in Lancaster, CA site:angi.com",,,,,"www.google.com/search?q=AAA Green Builders in Lancaster, CA site:homeadvisor.com",,,,,"www.google.com/search?q=AAA Green Builders in Lancaster, CA site:yelp.com",https://www.yelp.com/biz/aaa-green-builders-palmdale?osq=Interior+Painting,9,6,4.5,2022-04-27,"www.google.com/search?q=AAA Green Builders in Lancaster, CA site:facebook.com",https://www.facebook.com/aaagreenbuilders/,98,4.8,2022-03-12,9415,9425,"www.google.com/search?q=AAA Green Builders Lancaster, CA Instagram",https://www.instagram.com/aaagreenbuilders/,70,,,April 2022,Interior Painting,CA,Lancaster,93551,8008222774,info.aaagreenbuilders@gmail.com,2022-04-29,Connection,2022-05-23,2,Unsuccessful,2,,,,
0.0311,General Contractor,00Q3q00001aQ2tNEAS,Renovations By Robyn LLC,,"11874 Breton Ct, Reston, VA",,HomeAdvisor,Edcelle Marie Parreno,4/25/2022,Edcelle Marie Parreno,"www.google.com/search?q=Renovations By Robyn LLC in Fairfax, VA",,false,,,,"www.google.com/search?q=Renovations By Robyn LLC in Fairfax, VA site:angi.com",,,,,"www.google.com/search?q=Renovations By Robyn LLC in Fairfax, VA site:homeadvisor.com",https://www.homeadvisor.com/sp/renovations-by-robyn,,,,"www.google.com/search?q=Renovations By Robyn LLC in Fairfax, VA site:yelp.com",,,,,,"www.google.com/search?q=Renovations By Robyn LLC in Fairfax, VA site:facebook.com",https://www.facebook.com/profile.php?id=100054364187905,,,,,98,"www.google.com/search?q=Renovations By Robyn LLC Fairfax, VA Instagram",,,,,April 2022,General Contracting,VA,Fairfax,20191,7037160821,,2022-04-29,New,2022-05-06,5,New,5,,,,
